title,genres
"Skin Game, The (1931)",Drama
Elstree Calling (1930),Comedy|Musical
Juno and the Paycock (1930),Drama
Murder! (1930),Mystery|Thriller
"Manxman, The (1929)",Drama
Blackmail (1929),Drama|Thriller
Champagne (1928),Comedy
"Farmer's Wife, The (1928)",Comedy
Downhill (1927),Drama
Easy Virtue (1928),Drama
"Ring, The (1927)",Drama
"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
"Pleasure Garden, The (1925)",Drama
Always Tell Your Wife (1914),Comedy
Rounders (1998),Drama
Cube (1997),Horror|Mystery|Sci-Fi|Thriller
Digging to China (1998),Drama
Let's Talk About Sex (1998),Drama
One Man's Hero (1999),Drama|War
Simon Birch (1998),Drama
Without Limits (1998),Drama
Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
My Bodyguard (1980),Drama
Class (1983),Comedy
"Grandview, U.S.A. (1984)",Drama
Broadcast News (1987),Comedy|Drama|Romance
"Allnighter, The (1987)",Comedy|Romance
Working Girl (1988),Comedy|Drama|Romance
Stars and Bars (1988),Action|Comedy|Romance
Married to the Mob (1988),Comedy
Say Anything... (1989),Comedy|Drama|Romance
My Blue Heaven (1990),Comedy
Men Don't Leave (1990),Drama
"Cabinet of Dr. Ramirez, The (1991)",Comedy
Hero (1992),Comedy|Drama
Toys (1992),Comedy|Fantasy
Choices (1981),Drama
Young Doctors in Love (1982),Comedy
Parasite (1982),Horror|Sci-Fi
No Small Affair (1984),Comedy|Romance
"Master, The (1984)",Action
Blame It on Rio (1984),Comedy|Romance
Wisdom (1986),Crime|Drama
One Crazy Summer (1986),Comedy
About Last Night... (1986),Comedy|Drama|Romance
"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
We're No Angels (1989),Comedy|Crime
Nothing But Trouble (1991),Adventure|Comedy
"Butcher's Wife, The (1991)",Comedy|Romance
Mortal Thoughts (1991),Mystery|Thriller
"Few Good Men, A (1992)",Crime|Drama|Thriller
Indecent Proposal (1993),Drama|Romance
"Century of Cinema, A (1994)",Documentary
Permanent Midnight (1998),Drama
One True Thing (1998),Drama
Rush Hour (1998),Action|Comedy|Crime|Thriller
Lilian's Story (1995),Drama
Six-String Samurai (1998),Action|Adventure|Sci-Fi
"Soldier's Daughter Never Cries, A (1998)",Drama
Somewhere in the City (1998),Comedy|Drama
Ronin (1998),Action|Crime|Thriller
Urban Legend (1998),Horror|Thriller
Clay Pigeons (1998),Crime
Monument Ave. (1998),Action|Crime|Drama
Pecker (1998),Comedy|Drama
"Sheltering Sky, The (1990)",Drama
Bandit Queen (1994),Drama
If.... (1968),Drama
"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
Them! (1954),Horror|Sci-Fi|Thriller
"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
"Player, The (1992)",Comedy|Crime|Drama
Stardust Memories (1980),Comedy|Drama
Edward Scissorhands (1990),Drama|Fantasy|Romance
Overnight Delivery (1998),Comedy|Romance
Shadrach (1998),Drama
Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
"Impostors, The (1998)",Comedy
"Night at the Roxbury, A (1998)",Comedy
What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
Strangeland (1998),Thriller
"Battle of the Sexes, The (1959)",Comedy
"Producers, The (1968)",Comedy
History of the World: Part I (1981),Comedy|Musical
My Cousin Vinny (1992),Comedy
Nashville (1975),Drama|Musical
Love Is the Devil (1998),Drama
Slam (1998),Drama
Holy Man (1998),Comedy
One Tough Cop (1998),Action|Crime
Detroit 9000 (1973),Action|Crime
"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery
"Mighty, The (1998)",Drama
2010: The Year We Make Contact (1984),Sci-Fi
Children of a Lesser God (1986),Drama
"Elephant Man, The (1980)",Drama
Beloved (1998),Drama
Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
Practical Magic (1998),Drama|Fantasy|Mystery|Romance
"Alarmist, The (a.k.a. Life During Wartime) (1997)",Comedy
Happiness (1998),Comedy|Drama
Reach the Rock (1998),Comedy|Drama
Apt Pupil (1998),Drama|Thriller
Pleasantville (1998),Comedy|Drama|Fantasy
Soldier (1998),Action|Sci-Fi|War
"Cruise, The (1998)",Documentary
Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
Orgazmo (1997),Comedy
Shattered Image (1998),Drama|Thriller
Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
Vampires (1998),Horror|Western
American History X (1998),Crime|Drama
Hands on a Hard Body (1996),Comedy|Documentary
Living Out Loud (1998),Comedy|Drama|Romance
Belly (1998),Crime|Drama
Gods and Monsters (1998),Drama
"Siege, The (1998)",Action|Thriller
"Waterboy, The (1998)",Comedy
Elizabeth (1998),Drama
Velvet Goldmine (1998),Drama
I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
I'll Be Home For Christmas (1998),Comedy|Romance
Meet Joe Black (1998),Romance
Dancing at Lughnasa (1998),Drama
Hard Core Logo (1996),Comedy|Drama
"Naked Man, The (1998)",Drama
Runaway Train (1985),Action|Adventure|Drama|Thriller
Desert Bloom (1986),Drama
"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
"Pope of Greenwich Village, The (1984)",Drama
Sid and Nancy (1986),Drama
Mona Lisa (1986),Comedy|Thriller
Heart Condition (1990),Comedy
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
"Big Chill, The (1983)",Comedy|Drama
Enemy of the State (1998),Action|Thriller
"Rugrats Movie, The (1998)",Animation|Children|Comedy
"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
Celebrity (1998),Comedy
Central Station (Central do Brasil) (1998),Drama
Savior (1998),Drama|War
Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
"Celebration, The (Festen) (1998)",Drama
Pink Flamingos (1972),Comedy
Glen or Glenda (1953),Drama
Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
King Kong (1933),Action|Adventure|Fantasy|Horror
King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
King Kong Lives (1986),Adventure|Sci-Fi
Desperately Seeking Susan (1985),Comedy|Drama|Romance
"Emerald Forest, The (1985)",Action|Adventure|Drama
Fletch (1985),Comedy|Crime|Mystery
Fletch Lives (1989),Comedy
Red Sonja (1985),Action|Adventure|Fantasy
Gung Ho (1986),Comedy|Drama
"Money Pit, The (1986)",Comedy
"View to a Kill, A (1985)",Action|Adventure|Thriller
Lifeforce (1985),Horror|Sci-Fi
Police Academy (1984),Comedy|Crime
Police Academy 2: Their First Assignment (1985),Comedy|Crime
Police Academy 3: Back in Training (1986),Comedy|Crime
Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
Police Academy 6: City Under Siege (1989),Comedy|Crime
Babe: Pig in the City (1998),Adventure|Children|Drama
Home Fries (1998),Comedy|Romance
Jerry Springer: Ringmaster (1998),Comedy|Drama
Very Bad Things (1998),Comedy|Crime
Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
Psycho (1998),Crime|Horror|Thriller
Little Voice (1998),Comedy
"Simple Plan, A (1998)",Crime|Drama|Thriller
Jack Frost (1998),Children|Comedy|Drama
Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
"Prince of Egypt, The (1998)",Animation|Musical
Rushmore (1998),Comedy|Drama
Shakespeare in Love (1998),Comedy|Drama|Romance
Mass Appeal (1984),Drama
Miracle on 34th Street (1947),Comedy|Drama
Santa Claus: The Movie (1985),Adventure|Children|Fantasy
Prancer (1989),Children|Drama|Fantasy
Pale Rider (1985),Western
Rambo: First Blood Part II (1985),Action|Adventure|Thriller
First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
Rambo III (1988),Action|Adventure|Thriller|War
"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
Romancing the Stone (1984),Action|Adventure|Comedy|Romance
Cocoon (1985),Comedy|Sci-Fi
Cocoon: The Return (1988),Comedy|Sci-Fi
Rocky II (1979),Action|Drama
Rocky III (1982),Action|Drama
Rocky IV (1985),Action|Drama
Rocky V (1990),Action|Drama
Clue (1985),Comedy|Crime|Mystery|Thriller
Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
Violets Are Blue... (1986),Drama|Romance
Back to School (1986),Comedy
Heartburn (1986),Comedy|Drama
Nothing in Common (1986),Comedy
Extremities (1986),Drama|Thriller
"Karate Kid, The (1984)",Drama
"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
You've Got Mail (1998),Comedy|Romance
"General, The (1998)",Crime
"Theory of Flight, The (1998)",Comedy|Drama|Romance
"Thin Red Line, The (1998)",Action|Drama|War
"Faculty, The (1998)",Horror|Sci-Fi
Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
Mighty Joe Young (1949),Adventure|Children|Drama
Patch Adams (1998),Comedy|Drama
Stepmom (1998),Drama
"Civil Action, A (1998)",Drama
Down in the Delta (1998),Drama
Hurlyburly (1998),Drama
Tea with Mussolini (1999),Comedy|Drama|War
Wilde (1997),Drama
Outside Ozona (1998),Comedy|Drama|Thriller
Affliction (1997),Drama
Another Day in Paradise (1998),Drama
"Hi-Lo Country, The (1998)",Drama|Romance|Western
Hilary and Jackie (1998),Drama
Playing by Heart (1998),Drama|Romance
24 7: Twenty Four Seven (1997),Comedy|Drama
At First Sight (1999),Drama
In Dreams (1999),Horror|Thriller
Varsity Blues (1999),Comedy|Drama
Virus (1999),Horror|Sci-Fi
"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
Howard the Duck (1986),Adventure|Comedy|Sci-Fi
"Gate, The (1987)",Horror
"Gate II: Trespassers, The (1990)",Horror
"Boy Who Could Fly, The (1986)",Drama|Fantasy
"Fly, The (1958)",Horror|Mystery|Sci-Fi
"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
"Fly II, The (1989)",Horror|Sci-Fi
Running Scared (1986),Action|Comedy
Armed and Dangerous (1986),Comedy|Crime
"Texas Chainsaw Massacre, The (1974)",Horror
"Texas Chainsaw Massacre 2, The (1986)",Horror
Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
Ruthless People (1986),Comedy
Trick or Treat (1986),Horror
Deadly Friend (1986),Horror
Belizaire the Cajun (1986),Drama
"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
Peggy Sue Got Married (1986),Comedy|Drama
Crocodile Dundee (1986),Adventure|Comedy
Crocodile Dundee II (1988),Action|Adventure|Comedy
Tough Guys (1986),Comedy
Soul Man (1986),Comedy
"Color of Money, The (1986)",Drama
52 Pick-Up (1986),Action|Mystery|Thriller
Heartbreak Ridge (1986),Action|War
Firewalker (1986),Adventure
¡Three Amigos! (1986),Comedy|Western
Gloria (1999),Drama|Thriller
Dry Cleaning (Nettoyage à sec) (1997),Drama
My Name Is Joe (1998),Drama|Romance
Still Crazy (1998),Comedy|Romance
"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
Tinseltown (1997),Comedy|Crime|Drama
She's All That (1999),Comedy|Romance
"24 Hour Woman, The (1998)",Comedy|Drama
"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
Peeping Tom (1960),Drama|Horror|Thriller
Spanish Fly (1998),Drama
Payback (1999),Action|Thriller
Simply Irresistible (1999),Comedy|Romance
20 Dates (1998),Comedy|Romance
"Harmonists, The (1997)",Drama
"Last Days, The (1998)",Documentary
"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
Blast from the Past (1999),Comedy|Romance
Message in a Bottle (1999),Romance
My Favorite Martian (1999),Comedy|Sci-Fi
God Said 'Ha!' (1998),Comedy
Jawbreaker (1999),Comedy
October Sky (1999),Drama
Office Space (1999),Comedy|Crime
"Apple, The (Sib) (1998)",Drama
200 Cigarettes (1999),Comedy|Drama
8MM (1999),Drama|Mystery|Thriller
"Other Sister, The (1999)",Comedy|Drama|Romance
Breakfast of Champions (1999),Comedy|Sci-Fi
"Breaks, The (1999)",Comedy
Eight Days a Week (1997),Comedy
Just the Ticket (1999),Comedy|Romance
"Long Goodbye, The (1973)",Crime|Film-Noir
"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
Pet Sematary (1989),Horror
Pet Sematary II (1992),Comedy|Horror
Children of the Corn II: The Final Sacrifice (1993),Horror
Children of the Corn III (1994),Horror
Christine (1983),Horror
Night Shift (1982),Comedy
House on Haunted Hill (1959),Drama|Horror|Thriller
Airport (1970),Drama
Airport 1975 (1974),Action|Drama|Thriller
Airport '77 (1977),Drama
Rollercoaster (1977),Drama|Thriller
"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
Alligator (1980),Action|Horror|Sci-Fi
Meteor (1979),Sci-Fi
Westworld (1973),Action|Sci-Fi|Thriller|Western
Logan's Run (1976),Action|Adventure|Sci-Fi
Planet of the Apes (1968),Action|Drama|Sci-Fi
Beneath the Planet of the Apes (1970),Action|Sci-Fi
Battle for the Planet of the Apes (1973),Action|Sci-Fi
Conquest of the Planet of the Apes (1972),Action|Sci-Fi
Escape from the Planet of the Apes (1971),Action|Sci-Fi
Avalanche (1978),Action
Earthquake (1974),Action|Drama|Thriller
"Concorde: Airport '79, The (1979)",Drama
Beyond the Poseidon Adventure (1979),Adventure
Dancemaker (1998),Documentary
Analyze This (1999),Comedy
"Corruptor, The (1999)",Action|Crime|Drama|Thriller
Cruel Intentions (1999),Drama
"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
Six Ways to Sunday (1997),Comedy
"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance
Relax... It's Just Sex (1998),Comedy
"Deep End of the Ocean, The (1999)",Drama
Harvest (1998),Drama
"Rage: Carrie 2, The (1999)",Horror
Wing Commander (1999),Action|Sci-Fi
"Haunting, The (1963)",Horror|Thriller
Dead Ringers (1988),Drama|Horror|Thriller
My Boyfriend's Back (1993),Comedy
Village of the Damned (1960),Horror|Sci-Fi|Thriller
Children of the Damned (1963),Horror|Sci-Fi|Thriller
Baby Geniuses (1999),Comedy
Telling You (1998),Comedy|Drama|Romance
I Stand Alone (Seul contre tous) (1998),Drama|Thriller
Forces of Nature (1999),Comedy|Romance
"King and I, The (1999)",Animation|Children
Ravenous (1999),Horror|Thriller
True Crime (1999),Crime|Thriller
Bandits (1997),Drama
Dangerous Beauty (1998),Drama
"Empty Mirror, The (1996)",Drama
"King and I, The (1956)",Drama|Musical|Romance
Doug's 1st Movie (1999),Animation|Children
EDtv (1999),Comedy
"Mod Squad, The (1999)",Action|Crime
Among Giants (1998),Comedy|Drama|Romance
"Walk on the Moon, A (1999)",Drama|Romance
"Matrix, The (1999)",Action|Sci-Fi|Thriller
10 Things I Hate About You (1999),Comedy|Romance
Tango (1998),Drama|Musical
"Out-of-Towners, The (1999)",Comedy
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
"Love, etc. (1996)",Drama
Metroland (1997),Comedy|Drama
"Sticky Fingers of Time, The (1997)",Sci-Fi
Following (1998),Crime|Mystery|Thriller
Go (1999),Comedy|Crime
Never Been Kissed (1999),Comedy|Romance
Twin Dragons (Shuang long hui) (1992),Action|Comedy
Cookie's Fortune (1999),Comedy|Drama
Foolish (1999),Comedy
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
Goodbye Lover (1999),Comedy|Crime|Thriller
Life (1999),Comedy|Crime|Drama
Cloudland (1998),Animation
Friends & Lovers (1999),Comedy|Drama|Romance
Hideous Kinky (1998),Drama
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Drama|Romance
"Joyriders, The (1999)",Drama
"Monster, The (Mostro, Il) (1994)",Comedy
Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
Photographer (Fotoamator) (1998),Documentary
SLC Punk! (1998),Comedy|Drama
Lost & Found (1999),Comedy|Romance
Pushing Tin (1999),Comedy
Election (1999),Comedy
eXistenZ (1999),Action|Sci-Fi|Thriller
"Little Bit of Soul, A (1998)",Comedy
Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),Action|Adventure|Horror|Sci-Fi
Nô (1998),Drama
Let it Come Down: The Life of Paul Bowles (1998),Documentary
Entrapment (1999),Crime|Thriller
Idle Hands (1999),Comedy|Horror
Get Real (1998),Drama|Romance
Heaven (1998),Thriller
"King of Masks, The (Bian Lian) (1996)",Drama
Three Seasons (1999),Drama
"Winslow Boy, The (1999)",Drama
Mildred Pierce (1945),Drama|Film-Noir
Night of the Comet (1984),Comedy|Horror|Sci-Fi
Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
My Science Project (1985),Adventure|Sci-Fi
Dick Tracy (1990),Action|Crime
"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
"Castle, The (1997)",Comedy
Mascara (1999),Drama
This Is My Father (1998),Drama|Romance
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama
William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
Trippin' (1999),Comedy
After Life (Wandafuru raifu) (1998),Drama|Fantasy
Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
Edge of Seventeen (1998),Comedy|Drama|Romance
Endurance (1999),Documentary|Drama
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
"Love Letter, The (1999)",Comedy|Romance
Besieged (a.k.a. L' Assedio) (1998),Drama
Frogs for Snakes (1998),Comedy|Film-Noir|Thriller
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
"Mummy, The (1932)",Horror|Romance
"Mummy, The (1959)",Horror
"Mummy's Curse, The (1944)",Horror
"Mummy's Ghost, The (1944)",Horror
"Mummy's Hand, The (1940)",Horror
"Mummy's Tomb, The (1942)",Horror
Mommie Dearest (1981),Drama
Superman (1978),Action|Adventure|Sci-Fi
Superman II (1980),Action|Sci-Fi
Superman III (1983),Action|Adventure|Sci-Fi
Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
Dracula (1931),Horror
House of Dracula (1945),Horror
House of Frankenstein (1944),Horror
Frankenstein (1931),Drama|Horror|Sci-Fi
Son of Frankenstein (1939),Horror
"Ghost of Frankenstein, The (1942)",Horror
Frankenstein Meets the Wolf Man (1943),Horror
"Curse of Frankenstein, The (1957)",Horror
Son of Dracula (1943),Horror
"Wolf Man, The (1941)",Drama|Fantasy|Horror
Howling II: Your Sister Is a Werewolf (1985),Horror
Tarantula (1955),Horror|Sci-Fi
"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
"Flying Saucer, The (1950)",Sci-Fi
It Came from Hollywood (1982),Comedy|Documentary
"Thing from Another World, The (1951)",Horror|Sci-Fi
It Came from Outer Space (1953),Sci-Fi
"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
It Came from Beneath the Sea (1955),Sci-Fi
Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
Earth vs. the Flying Saucers (1956),Sci-Fi
It Conquered the World (1956),Sci-Fi
